IČO;Název;Okres
00285889;Obec Horní Dubenky;Jihlava
00292800;Obec Horní Dubňany;Znojmo
00292818;Obec Horní Dunajovice;Znojmo
00245887;Obec Horní Dvořiště;Český Krumlov
00555932;Obec Horní Habartice;Děčín
00278904;Obec Horní Heřmanice;Ústí nad Orlicí
00376965;Obec Horní Heřmanice;Třebíč
00580783;Obec Horní Kalná;Trutnov
00572349;Obec Horní Kamenice;Plzeň - jih
00581330;Obec Horní Kněžeklady;České Budějovice
00600377;Obec Horní Kounice;Znojmo
00573736;Obec Horní Kozolupy;Tachov
00267481;Obec Horní Krupá;Havlíčkův Brod
00235385;Obec Horní Kruty;Kolín
00287199;Obec Horní Lapač;Kroměříž
00568554;Obec Horní Lhota;Zlín
00535125;Obec Horní Lhota;Ostrava - město
00555444;Obec Horní Libchava;Česká Lípa
00544213;Obec Horní Libochová;Žďár nad Sázavou
00303780;Obec Horní Lideč;Vsetín
00849499;Obec Horní Loděnice;Olomouc
00535974;Obec Horní Lomná;Frýdek - Místek
00599395;Obec Horní Loučky;Brno - venkov
00574201;Obec Horní Lukavice;Plzeň - jih
00277878;Obec Horní Maršov;Trutnov
00296015;Obec Horní Město;Bruntál
00666408;Obec Horní Meziříčko;Jindřichův Hradec
00301264;Obec Horní Moštěnice;Přerov
42634580;Obec Horní Myslová;Jihlava
00290947;Obec Horní Němčí;Uherské Hradiště
00666416;Obec Horní Němčice;Jindřichův Hradec
00636258;Obec Horní Nětčice;Přerov
00277886;Obec Horní Olešnice;Trutnov
00579840;Obec Horní Paseka;Havlíčkův Brod
00246719;Obec Horní Pěna;Jindřichův Hradec
00236829;Obec Horní Počaply;Mělník
00524221;Obec Horní Podluží;Děčín
00524662;Obec Horní Police;Česká Lípa
00280232;Obec Horní Poříčí;Blansko
00477133;Obec Horní Poříčí;Strakonice
00272663;Obec Horní Radechová;Náchod
00246735;Obec Horní Radouň;Jindřichův Hradec
00599409;Obec Horní Radslavice;Žďár nad Sázavou
49056654;Obec Horní Rápotice;Pelhřimov
00599417;Obec Horní Rožínka;Žďár nad Sázavou
00672041;Obec Horní Řasnice;Liberec
00273601;Obec Horní Ředice;Pardubice
00832294;Obec Horní Řepčice;Litoměřice
00666882;Obec Horní Skrýchov;Jindřichův Hradec
00666424;Obec Horní Slatina;Jindřichův Hradec
00876267;Obec Horní Slivno;Mladá Boleslav
00376973;Obec Horní Smrčné;Třebíč
00532126;Obec Horní Smržov;Blansko
00244929;Obec Horní Stropnice;České Budějovice
00635944;Obec Horní Studénky;Šumperk
00575917;Obec Horní Suchá;Karviná
00288250;Obec Horní Štěpánov;Prostějov
00636266;Obec Horní Těšice;Přerov
00576883;Obec Horní Tošanovice;Frýdek - Místek
00278939;Obec Horní Třešňovec;Ústí nad Orlicí
00579521;Obec Horní Újezd;Svitavy
00636274;Obec Horní Újezd;Přerov
00376981;Obec Horní Újezd;Třebíč
00476447;Obec Horní Ves;Pelhřimov
00283177;Obec Horní Věstonice;Břeclav
00376990;Obec Horní Vilémovice;Třebíč
00250422;Obec Horní Vltavice;Prachatice
00576085;Obec Horní Životice;Bruntál
00477141;Obec Hornosín;Strakonice
00241229;Obec Horoměřice;Praha - západ
00583961;Obec Horosedly;Písek
00240206;Obec Horoušany;Praha - východ
00573426;Obec Horská Kvilda;Klatovy
00256609;Obec Horšice;Plzeň - jih
00640352;Obec Horušice;Kutná Hora
49750500;Obec Hory;Karlovy Vary
00640611;Obec Hořany;Nymburk
00239119;Obec Hořátev;Nymburk
00578720;Obec Hořenice;Náchod
00248215;Obec Hořepník;Pelhřimov
00243710;Obec Hořesedly;Rakovník
00234371;Obec Hořešovice;Kladno
00640441;Obec Hořešovičky;Kladno
00248223;Obec Hořice;Pelhřimov
00272671;Obec Hořičky;Náchod
00236837;Obec Hořín;Mělník
00268801;Obec Hořiněves;Hradec Králové
00243728;Obec Hořovičky;Rakovník
00244937;Obec Hosín;České Budějovice
00251216;Obec Hoslovice;Strakonice
00234389;Obec Hospozín;Kladno
00246751;Obec Hospříz;Jindřichův Hradec
00600725;Obec Hostašovice;Nový Jičín
00362166;Obec Hostějov;Uherské Hradiště
00488151;Obec Hostěnice;Brno - venkov
00292834;Obec Hostěradice;Znojmo
00372081;Obec Hostěrádky - Rešov;Vyškov
00373702;Obec Hostětice;Jihlava
00542296;Obec Hostětín;Uherské Hradiště
00292842;Obec Hostim;Znojmo
00510556;Obec Hostín;Mělník
00662291;Obec Hostín u Vojkovic;Mělník
00568562;Obec Hostišová;Zlín
00234397;Obec Hostouň;Kladno
00236080;Obec Hostovlice;Kutná Hora
00581348;Obec Hosty;České Budějovice
00303798;Obec Hošťálková;Vsetín
00296031;Obec Hošťálkovy;Bruntál
00270148;Obec Hošťalovice;Chrudim
00302589;Obec Hoštejn;Šumperk
00251232;Obec Hoštice;Strakonice
00544574;Obec Hoštice;Kroměříž
00368733;Obec Hoštice - Heroltice;Vyškov
00259853;Obec Hošťka;Tachov
00303801;Obec Hovězí;Vsetín
00284904;Obec Hovorany;Hodonín
00240214;Obec Hovorčovice;Praha - východ
00635928;Obec Hraběšice;Šumperk
00640069;Obec Hraběšín;Kutná Hora
00600385;Obec Hrabětice;Znojmo
00302619;Obec Hrabišín;Šumperk
00636061;Obec Hrabová;Šumperk
00301299;Obec Hrabůvka;Přerov
00300136;Obec Hrabyně;Opava
00581356;Obec Hradce;České Budějovice
00239127;Obec Hradčany;Nymburk
00362875;Obec Hradčany;Brno - venkov
00636282;Obec Hradčany;Přerov
00530468;Obec Hradčany-Kobeřice;Prostějov
00290963;Obec Hradčovice;Uherské Hradiště
00267503;Obec Hradec;Havlíčkův Brod
00256617;Obec Hradec;Plzeň - jih
00579530;Obec Hradec nad Svitavou;Svitavy
00636011;Obec Hradec-Nová Ves;Jeseník
00234401;Obec Hradečno;Kladno
00255530;Obec Hrádek;Klatovy
00292869;Obec Hrádek;Znojmo
00535958;Obec Hrádek;Frýdek - Místek
00268828;Obec Hrádek;Hradec Králové
00580945;Obec Hrádek;Ústí nad Orlicí
00255548;Obec Hradešice;Klatovy
00665100;Obec Hradešín;Kolín
00573990;Obec Hradiště;Rokycany
00508535;Obec Hradiště;Benešov
00572501;Obec Hradiště;Domažlice
00256625;Obec Hradiště;Plzeň - jih
00241245;Obec Hradištko;Praha - západ
00239135;Obec Hradištko;Nymburk
00250431;Obec Hracholusky;Prachatice
00639818;Obec Hracholusky;Rakovník
00512796;Obec Hrachoviště;Jindřichův Hradec
00581364;Obec Hranice;České Budějovice
00601144;Obec Hraničné Petrovice;Olomouc
00249670;Obec Hrazany;Písek
00296732;Obec Hrčava;Frýdek - Místek
00244961;Obec Hrdějovice;České Budějovice
00288276;Obec Hrdibořice;Prostějov
00234419;Obec Hrdlív;Kladno
00237841;Obec Hrdlořezy;Mladá Boleslav
00249688;Obec Hrejkovice;Písek
00263664;Obec Hrobce;Litoměřice
00266345;Obec Hrobčice;Teplice
00273635;Obec Hrobice;Pardubice
00568571;Obec Hrobice;Zlín
00257800;Obec Hromnice;Plzeň - sever
00270164;Obec Hroubovice;Chrudim
00377261;Obec Hroznatín;Třebíč
00284912;Obec Hroznová Lhota;Hodonín
00275751;Obec Hrubá Skála;Semily
00284921;Obec Hrubá Vrbka;Hodonín
00288284;Obec Hrubčice;Prostějov
00876054;Obec Hrubý Jeseník;Nymburk
00240222;Obec Hrusice;Praha - východ
47919779;Obec Hruška;Prostějov
00372102;Obec Hrušky;Vyškov
00283185;Obec Hrušky;Břeclav
00509094;Obec Hrušov;Mladá Boleslav
00854034;Obec Hrušová;Ústí nad Orlicí
00261874;Obec Hrušovany;Chomutov
00281824;Obec Hrušovany u Brna;Brno - venkov
00377279;Obec Hrutov;Jihlava
00234427;Obec Hřebeč;Kladno
00243752;Obec Hřebečníky;Rakovník
00243761;Obec Hředle;Rakovník
00233277;Obec Hředle;Beroun
00261351;Obec Hřensko;Děčín
00579271;OBEC HŘIBINY-LEDSKÁ;Rychnov nad Kněžnou
00581011;Obec Hřibojedy;Trutnov
00242268;Obec Hřiměždice;Příbram
00246794;Obec Hříšice;Jindřichův Hradec
00556301;Obec Hříškov;Louny
00264971;Obec Hřivice;Louny
00283983;Obec Hřivínův Újezd;Zlín
00373711;Obec Hubenov;Jihlava
00473812;Obec Hudčice;Příbram
00233285;Obec Hudlice;Beroun
00297194;Obec Hukvaldy;Frýdek - Místek
00231801;Obec Hulice;Benešov
00268852;Obec Humburky;Hradec Králové
00261360;Obec Huntířov;Děčín
00258741;Obec Hůrky;Rokycany
15060896;Obec Hurtova Lhota;Havlíčkův Brod
00581381;Obec Hůry;České Budějovice
00876241;Obec Husí Lhota;Mladá Boleslav
00240231;Obec Husinec;Praha - východ
00303828;Obec Huslenky;Vsetín
00290971;Obec Huštěnovice;Uherské Hradiště
00303836;Obec Hutisko - Solanec;Vsetín
00296040;Obec Huzová;Olomouc
00231819;Obec Hvězdonice;Benešov
00377287;Obec Hvězdoňovice;Třebíč
00257826;Obec Hvozd;Plzeň - sever
00639826;Obec Hvozd;Rakovník
00288306;Obec Hvozd;Prostějov
00362948;Obec Hvozdec;Brno - venkov
00581399;Obec Hvozdec;České Budějovice
00233293;Obec Hvozdec;Beroun
00283991;Obec Hvozdná;Zlín
00241253;Obec Hvozdnice;Praha - západ
45978662;Obec Hvozdnice;Hradec Králové
00242292;Obec Hvožďany;Příbram
00572241;Obec Hvožďany;Domažlice
00543705;Obec Hybrálec;Jihlava
00190187;Obec Hynčice;Náchod
00302643;Obec Hynčina;Šumperk
00233307;Obec Hýskov;Beroun
00488453;Obec Hýsly;Hodonín
00236101;Obec Chabeřice;Kutná Hora
00233315;Obec Chaloupky;Beroun
00255556;Obec Chanovice;Klatovy
00509116;Obec Charvatce;Mladá Boleslav
00635715;Obec Charváty;Olomouc
00508390;Obec Chářovice;Benešov
00261882;Obec Chbany;Chomutov
00251241;Obec Chelčice;Strakonice
00258750;Obec Cheznovice;Rokycany
00533947;Obec Chlebičov;Opava
00876071;Obec Chleby;Nymburk
00508403;Obec Chleby;Benešov
00274917;Obec Chleny;Rychnov nad Kněžnou
00573566;Obec Chlistov;Klatovy
00377295;Obec Chlístov;Třebíč
00579122;Obec Chlístov;Rychnov nad Kněžnou
00508373;Obec Chlístov;Benešov
00236110;Obec Chlístovice;Kutná Hora
48222631;Obec Chlum;Strakonice
00256641;Obec Chlum;Plzeň - jih
00483362;Obec Chlum;Česká Lípa
00377309;Obec Chlum;Třebíč
00473529;Obec Chlum;Benešov
00573981;Obec Chlum;Rokycany
00583022;Obec Chlumany;Prachatice
00256650;Obec Chlumčany;Plzeň - jih
00264997;Obec Chlumčany;Louny
00665673;Obec Chlumec;Český Krumlov
00599433;Obec Chlumek;Žďár nad Sázavou
00531669;Obec Chlumětín;Žďár nad Sázavou
00236853;Obec Chlumín;Mělník
00599425;Obec Chlum-Korouhvice;Žďár nad Sázavou
00259331;Obec Chlum Svaté Maří;Sokolov
00574325;Obec Chlumy;Plzeň - jih
00509647;Obec Chlustina;Beroun
00579548;Obec Chmelík;Svitavy
00473537;Obec Chmelná;Benešov
00477427;Obec Chobot;Strakonice
00256676;Obec Chocenice;Plzeň - jih
00231860;Obec Chocerady;Benešov
00237906;Obec Chocnějovice;Mladá Boleslav
00572527;Obec Chocomyšl;Domažlice
00509655;Obec Chodouň;Beroun
00263699;Obec Chodouny;Litoměřice
00872059;Obec Chodov;Karlovy Vary
00253421;Obec Chodov;Domažlice
00481653;Obec Chodovlice;Litoměřice
00572543;Obec Chodská Lhota;Domažlice
00259870;Obec Chodský Újezd;Tachov
00578339;Obec Cholenice;Jičín
00299006;Obec Cholina;Olomouc
00573973;Obec Chomle;Rokycany
00271594;Obec Chomutice;Jičín
00287237;Obec Chomýž;Kroměříž
00473405;Obec Choratice;Benešov
00276693;Obec Chornice;Svitavy
00236861;Obec Chorušice;Mělník
00303844;Obec Choryně;Vsetín
00239178;Obec Choťánky;Nymburk
00377325;Obec Chotěbudice;Třebíč
67339158;Obec Chotěbuz;Karviná
00273651;Obec Choteč;Pardubice
00241270;Obec Choteč;Praha - západ
00578347;Obec Choteč;Jičín
00512648;Obec Chotěmice;Tábor
00276707;Obec Chotěnov;Svitavy
00239186;Obec Chotěšice;Nymburk
00256706;Obec Chotěšov;Plzeň - jih
00526096;Obec Chotěšov;Litoměřice
00277924;Obec Chotěvice;Trutnov
00257834;Obec Chotíkov;Plzeň - sever
00242306;Obec Chotilsko;Příbram
00556211;Obec Chotiměř;Litoměřice
00555223;Obec Chotiněves;Litoměřice
00276715;Obec Chotovice;Svitavy
00831590;Obec Chotovice;Česká Lípa
00640646;Obec Choťovice;Kolín
00252352;Obec Chotoviny;Tábor
00236128;Obec Chotusice;Kutná Hora
00235393;Obec Chotutice;Kolín
00581402;Obec Chotýčany;České Budějovice
00672033;Obec Chotyně;Liberec
00231886;Obec Chotýšany;Benešov
00252361;Obec Choustník;Tábor
00265004;Obec Chožov;Louny
00556319;Obec Chraberce;Louny
00257851;Obec Chrást;Plzeň - město
00662852;Obec Chrást;Příbram
00239194;Obec Chrást;Nymburk
00276723;Obec Chrastavec;Svitavy
00572641;Obec Chrastavice;Domažlice
00243809;Obec Chrášťany;Rakovník
00241288;Obec Chrášťany;Praha - západ
00508357;Obec Chrášťany;Benešov
00245003;Obec Chrášťany;České Budějovice
00235407;Obec Chrášťany;Kolín
00242331;Obec Chraštice;Příbram
00251267;Obec Chrášťovice;Strakonice
00512656;Obec Chrbonín;Tábor
00250465;Obec Chroboly;Prachatice
00636100;Obec Chromeč;Šumperk
00640654;Obec Chroustov;Nymburk
00267546;Obec Chrtníč;Havlíčkův Brod
00580465;Obec Chrtníky;Pardubice
00841790;Obec Chrudichromy;Blansko
00509663;Obec Chrustenice;Beroun
00234443;Obec Chržín;Kladno
00179639;Obec Chřenovice;Havlíčkův Brod
00257869;Obec Chříč;Plzeň - sever
00362956;Obec Chudčice;Brno - venkov
00255602;Obec Chudenín;Klatovy
00266809;Obec Chuderov;Ústí nad Labem
00268887;Obec Chudeřice;Hradec Králové
00509124;Obec Chudíř;Mladá Boleslav
00832235;Obec Chudoslavice;Litoměřice
00275760;Obec Chuchelna;Semily
00300161;Obec Chuchelná;Opava
00600393;Obec Chvalatice;Znojmo
00488895;Obec Chvalčov;Kroměříž
00277941;Obec Chvaleč;Trutnov
00256714;Obec Chválenice;Plzeň - město
00849685;Obec Chvalíkovice;Opava
00372293;Obec Chvalkovice;Vyškov
00272710;Obec Chvalkovice;Náchod
00287270;OBEC CHVALNOV-LÍSKY;Kroměříž
00600407;Obec Chvalovice;Znojmo
00583031;Obec Chvalovice;Prachatice
00245925;Obec Chvalšiny;Český Krumlov
00236870;Obec Chvatěruby;Mělník
00273678;Obec Chvojenec;Pardubice
00578355;Obec Chyjice;Jičín
00233358;Obec Chyňava;Beroun
00473227;Obec Chýnice;Praha - západ
00583456;Obec Chýstovice;Pelhřimov
00249718;Obec Chyšky;Písek
00583448;Obec Chyšná;Pelhřimov
00273686;Obec Chýšť;Pardubice
00600164;Obec Ivaň;Brno - venkov
00288314;Obec Ivaň;Prostějov
00237949;Obec Jabkenice;Mladá Boleslav
00636754;Obec Jabloňany;Blansko
00242357;Obec Jablonná;Příbram
00842460;Obec Jabloňov;Žďár nad Sázavou
00303852;Obec Jablůnka;Vsetín
00579297;Obec Jahodov;Rychnov nad Kněžnou
00300187;Obec Jakartovice;Opava
60798483;Obec Jakubčovice nad Odrou;Nový Jičín
00635979;Obec Jakubovice;Šumperk
00289493;Obec Jakubov u Moravských Budějovic;Třebíč
00290980;Obec Jalubí;Uherské Hradiště
00285960;Obec Jamné;Jihlava
00278980;Obec Jamné nad Orlicí;Ústí nad Orlicí
00292907;Obec Jamolice;Znojmo
00842133;Obec Jámy;Žďár nad Sázavou
00583464;Obec Jankov;Pelhřimov
00231916;Obec Jankov;Benešov
00245020;Obec Jankov;České Budějovice
00542369;Obec Jankovice;Uherské Hradiště
00287288;Obec Jankovice;Kroměříž
00273694;Obec Jankovice;Pardubice
00636088;Obec Janoušov;Šumperk
00274925;Obec Janov;Rychnov nad Kněžnou
00276731;Obec Janov;Svitavy
00639834;Obec Janov;Rakovník
00556025;Obec Janov;Děčín
00851841;Obec Janová;Vsetín
00493619;Obec Janovice;Frýdek - Místek
00525499;Obec Janovice v Podještědí;Liberec
00262358;Obec Janov nad Nisou;Jablonec nad Nisou
47274221;Obec Janská;Děčín
00831395;Obec Janův Důl;Liberec
00194549;Obec Janůvky;Svitavy
00303879;Obec Jarcová;Vsetín
00544515;Obec Jarohněvice;Kroměříž
00276758;Obec Jaroměřice;Svitavy
00273708;Obec Jaroslav;Pardubice
00292915;Obec Jaroslavice;Znojmo
00276766;Obec Jarošov;Svitavy
00246859;Obec Jarošov nad Nežárkou;Jindřichův Hradec
44626738;Obec Jarov;Plzeň - jih
00257877;Obec Jarov;Plzeň - sever
00234451;Obec Jarpice;Kladno
00377562;Obec Jasenice;Třebíč
00284017;Obec Jasenná;Zlín
00272736;Obec Jasenná;Náchod
00573531;Obec Javor;Klatovy
00599441;Obec Javorek;Žďár nad Sázavou
00274933;Obec Javornice;Rychnov nad Kněžnou
00473545;Obec Javorník;Benešov
00488488;Obec Javorník;Hodonín
00579556;Obec Javorník;Svitavy
00278998;Obec Javorník;Ústí nad Orlicí
00377007;Obec Javůrek;Brno - venkov
00267562;Obec Jedlá;Havlíčkův Brod
00512664;Obec Jedlany;Tábor
00302716;Obec Jedlí;Šumperk
00276782;Obec Jedlová;Svitavy
00234460;Obec Jedomělice;Kladno
00273716;Obec Jedousov;Pardubice
00279005;Obec Jehnědí;Ústí nad Orlicí
00234478;Obec Jemníky;Kladno
00481670;Obec Jenčice;Litoměřice
00241300;Obec Jeneč;Praha - západ
00266361;Obec Jeníkov;Teplice
00654744;Obec Jeníkov;Chrudim
00653454;Obec Jeníkovice;Hradec Králové
00273724;Obec Jeníkovice;Pardubice
00573248;Obec Jenišov;Karlovy Vary
00262366;Obec Jenišovice;Jablonec nad Nisou
00270237;Obec Jenišovice;Chrudim
00240249;Obec Jenštejn;Praha - východ
00373729;Obec Jersín;Jihlava
00271624;Obec Jeřice;Jičín
00267571;Obec Jeřišno;Havlíčkův Brod
46744959;Obec Jeřmanice;Liberec
00288322;Obec Jesenec;Prostějov
00242373;Obec Jesenice;Příbram
00297976;Obec Jeseník nad Odrou;Nový Jičín
00275786;Obec Jesenný;Semily
00837300;Obec Jestřabí;Zlín
00235415;Obec Jestřabí Lhota;Kolín
00275794;Obec Jestřabí v Krkonoších;Semily
00272744;Obec Jestřebí;Náchod
00260878;Obec Jestřebí;Česká Lípa
00302732;Obec Jestřebí;Šumperk
00473472;Obec Ješetice;Benešov
00249734;Obec Jetětice;Písek
00654116;Obec Jetřichov;Náchod
00261394;Obec Jetřichovice;Děčín
00235423;Obec Jevany;Praha - východ
00662267;Obec Jeviněves;Mělník
00600172;Obec Jevišovka;Břeclav
00273732;Obec Jezbořice;Pardubice
00849952;Obec Jezdkovice;Opava
42634628;Obec Jezdovice;Jihlava
70040915;Obec Jezernice;Přerov
00292931;Obec Jezeřany-Maršovice;Znojmo
00373737;Obec Ježená;Jihlava
00372480;Obec Ježkovice;Vyškov
00284955;Obec Ježov;Hodonín
00475840;Obec Ježov;Pelhřimov
00573540;Obec Ježovy;Klatovy
00511471;Obec Jickovice;Písek
00271641;Obec Jičíněves;Jičín
00286028;Obec Jihlávka;Jihlava
00239216;Obec Jíkev;Nymburk
00666432;Obec Jilem;Jindřichův Hradec
00579858;Obec Jilem;Havlíčkův Brod
00525529;Obec Jílové u Držkova;Jablonec nad Nisou
00579238;Obec Jílovice;Hradec Králové
00245038;Obec Jílovice;České Budějovice
00241334;Obec Jíloviště;Praha - západ
00556327;Obec Jimlín;Louny
00281883;Obec Jinačovice;Brno - venkov
00301345;Obec Jindřichov;Přerov
00302741;Obec Jindřichov;Šumperk
00296074;Obec Jindřichov;Bruntál
00259373;Obec Jindřichovice;Sokolov
00373745;Obec Jindřichovice;Jihlava
00672025;Obec Jindřichovice pod Smrkem;Liberec
00477435;Obec Jinín;Strakonice
00241342;Obec Jinočany;Praha - západ
00578363;Obec Jinolice;Jičín
00289540;Obec Jinošov;Třebíč
00377571;Obec Jiratice;Třebíč
00240257;Obec Jirny;Praha - východ
00832022;Obec Jiřetín pod Bukovou;Jablonec nad Nisou
00261416;Obec Jiřetín pod Jedlovou;Děčín
00876089;Obec Jiřice;Nymburk
00248355;Obec Jiřice;Pelhřimov
00292940;Obec Jiřice u Miroslavi;Znojmo
00600415;Obec Jiřice u Moravských Budějovic;Znojmo
00296082;Obec Jiříkov;Bruntál
00362981;Obec Jiříkovice;Brno - venkov
00298018;Obec Jistebník;Nový Jičín
00579866;Obec Jitkov;Havlíčkův Brod
00233366;Obec Jivina;Beroun
00237957;Obec Jivina;Mladá Boleslav
00277983;Obec Jívka;Trutnov
00581411;Obec Jivno;České Budějovice
00299031;Obec Jívová;Olomouc
00544183;Obec Jívoví;Žďár nad Sázavou
00239224;Obec Jizbice;Nymburk
00509248;Obec Jizerní Vtelno;Mladá Boleslav
00488496;Obec Josefov;Hodonín
00519278;Obec Josefov;Sokolov
00262391;Obec Josefův Důl;Jablonec nad Nisou
48679861;Obec Josefův Důl;Mladá Boleslav
00578371;Obec Kacákova Lhota;Jičín
00275816;Obec Kacanovy;Semily
00259381;Obec Kaceřov;Sokolov
00572853;Obec Kaceřov;Plzeň - sever
00234494;Obec Kačice;Kladno
00666441;Obec Kačlehy;Jindřichův Hradec
00662224;Obec Kadlín, okres Mělník;Mělník
00599468;Obec Kadolec;Žďár nad Sázavou
